,Current Status,Gender,Education,Occupation,Account type,Have minimum balance?,Have multiple accounts?,Own an active loan?,Use internet or mobile banking?,Has an active credit Card?,Ever defaulted on a loan?,Satisfied with bank service?,Any transaction in the past 24 months,Age,Opening balance,Current balance,Dist of residence from the bank,Quarterly activity rate,Months since last transaction
929,Active,Male,Post Graduate,Salaried,Savings,Yes,Yes,Yes,Yes,No,No,Yes,Yes,45,1000,750.0,18.0,15.0,1.0
930,Dormant,Male,Graduate,Salaried,Savings,Yes,Yes,No,No,No,No,Yes,No,25,500,20.0,14.0,2.0,5.4478
931,Dormant,Male,12th,Other,No Frill ACcount,No,No,No,No,No,Yes,Yes,No,47,500,15.0,2.0,2.0,5.4478
932,Dormant,Female,Post Graduate,Business,Savings,No,Yes,Yes,No,No,No,Yes,No,38,500,0.0,23.7912,5.0,5.4478
933,Active,Male,Graduate,Business,Current,Yes,No,Yes,Yes,No,No,Yes,Yes,36,1500,25000.0,15.0,15.0,1.0
934,Dormant,Male,Post Graduate,Salaried,Savings,Yes,Yes,Yes,No,No,Yes,Yes,No,38,700,700.0,23.7912,12.0,5.4478
935,Dormant,Male,10th,Other,Savings,Yes,Yes,Yes,No,No,Yes,Yes,No,28,2000,548.0,11.0,4.0,5.4478
936,Dormant,Female,Graduate,Salaried,Savings,No,Yes,No,Yes,No,No,Yes,No,21,500,0.0,16.0,2.0,5.4478
937,Dormant,Male,Doctrate,Salaried,Savings,Yes,Yes,No,No,No,No,Need Improvement,No,35,1000,656.0,23.7912,15.0,5.4478
938,Dormant,Female,12th,Student,Savings,No,No,No,Yes,No,No,Yes,No,18,500,0.0,2.0,5.0,5.4478
939,Dormant,Male,Graduate,Salaried,Salaried,Yes,Yes,No,No,No,No,Yes,No,41,1500,852.0,15.0,5.0,5.4478
940,Dormant,Male,Doctrate,Salaried,Salaried,No,Yes,No,No,No,No,No,No,39,1000,120.0,16.0,5.0,5.4478
941,Dormant,Male,10th,Other,Savings,Yes,Yes,Yes,No,No,Yes,Yes,No,28,2000,548.0,11.0,4.0,5.4478
942,Dormant,Female,Graduate,Salaried,Savings,No,Yes,No,Yes,No,No,Yes,No,21,500,0.0,16.0,2.0,5.4478
943,Dormant,Female,12th,Other,Savings,Yes,Yes,No,No,No,No,No,No,52,600,1000.0,5.0,2.0,5.4478
944,Dormant,Male,Doctrate,Salaried,Savings,Yes,Yes,No,No,No,No,Need Improvement,No,35,1000,656.0,23.7912,15.0,5.4478
945,Dormant,Female,12th,Student,Savings,No,No,No,Yes,No,No,Yes,No,18,500,0.0,2.0,5.0,5.4478
946,Dormant,Male,Graduate,Salaried,Salaried,Yes,Yes,No,No,No,No,Yes,No,41,1500,852.0,15.0,5.0,5.4478
947,Dormant,Male,Doctrate,Salaried,Salaried,No,Yes,No,No,No,No,No,No,39,1000,120.0,16.0,5.0,5.4478
948,Dormant,Female,Graduate,Salaried,Savings,Yes,Yes,No,No,No,No,Yes,No,27,600,750.0,23.7912,5.0,5.4478
949,Dormant,Male,Post Graduate,Salaried,Salaried,Yes,Yes,No,No,No,No,Yes,No,38,600,1000.0,11.0,15.0,5.4478
950,Dormant,Male,Doctrate,Salaried,Salaried,No,Yes,No,No,No,Yes,No,No,50,700,250.0,15.0,2.0,5.4478
951,Dormant,Male,Doctrate,Salaried,Savings,Yes,Yes,No,No,No,Yes,Yes,No,45,1000,1000.0,23.7912,2.0,-3.0
952,Dormant,Male,Post Graduate,Salaried,Savings,Yes,Yes,No,No,No,Yes,No,No,41,500,2500.0,23.7912,2.0,5.4478
953,Dormant,Male,Post Graduate,Business,Current,Yes,Yes,Yes,No,No,No,No,No,27,5947,1000.0,4.0,3.0,5.4478
954,Dormant,Male,Graduate,Salaried,Senior Citizen Account,Yes,Yes,No,No,No,No,Yes,No,54,1000,800.0,5.0,2.0,5.4478
955,Dormant,Female,Doctrate,Salaried,Salaried,Yes,No,Yes,No,No,Yes,Yes,No,38,1500,826.0,23.7912,2.0,5.4478
956,Dormant,Transgender,Post Graduate,Business,Savings,Yes,Yes,No,No,No,Yes,No,No,29,1000,756.0,5.0,5.0,5.4478
957,Dormant,Female,Doctrate,Salaried,Salaried,Yes,Yes,No,No,No,No,Yes,No,35,1500,900.0,7.0,2.0,5.4478
958,Dormant,Transgender,10th,Business,Savings,No,Yes,Yes,No,No,No,No,No,32,1500,152.0,11.0,5.0,5.4478
959,Active,Male,Graduate,Student,Savings,No,Yes,No,Yes,No,No,Need Improvement,No,22,500,5000.0,23.7912,41.1346,1.0
960,Active,Female,Doctrate,Salaried,Salaried,Yes,Yes,No,Yes,No,Yes,Need Improvement,Yes,32,3000,27239.0,5.0,12.0,5.4478
961,Active,Female,12th,Student,Savings,No,No,No,No,No,No,No,No,18,0,0.0,5.0,0.0,1.0
962,Active,Female,10th,Salaried,Savings,Yes,No,No,No,No,No,Need Improvement,Yes,20,1000,20000.0,23.7912,9.0,1.0
963,Active,Male,Graduate,Student,Savings,Yes,No,No,Yes,Yes,No,Need Improvement,Yes,20,2000,15000.0,5.0,12.0,1.0
964,Active,Male,Graduate,Salaried,Salaried,Yes,No,Yes,Yes,Yes,No,Yes,Yes,26,2000,15000.0,3.0,30.0,1.0
965,Dormant,Male,Graduate,Student,Savings,No,Yes,No,No,No,No,No,No,20,0,16.0,13.0,0.0,5.4478
966,Active,Female,Graduate,Salaried,Savings,Yes,Yes,No,Yes,No,No,Need Improvement,Yes,37,1000,17000.0,1.0,3.0,4.0
967,Active,Female,Graduate,Student,Savings,Yes,No,No,Yes,Yes,No,Yes,Yes,21,5947,25000.0,3.0,12.0,1.0
968,Active,Transgender,Post Graduate,Business,Pension,Yes,Yes,No,Yes,Yes,No,Yes,Yes,34,3280,7823.0,23.7912,41.1346,5.4478
969,Active,Male,Post Graduate,Salaried,Savings,Yes,No,Yes,Yes,Yes,No,Yes,Yes,32,5947,10000.0,2.0,41.1346,1.0
970,Active,Male,Post Graduate,Salaried,Savings,Yes,No,No,Yes,Yes,No,Yes,No,32,5947,10000.0,2.0,40.0,1.0
971,Active,Female,Post Graduate,Student,Savings,Yes,No,Yes,No,No,No,Yes,No,22,500,5000.0,5.0,12.0,1.0
972,Active,Female,Graduate,Student,Savings,Yes,No,No,Yes,No,No,Need Improvement,Yes,24,500,1400.0,4.0,41.1346,1.0
973,Active,Female,Graduate,Student,Savings,Yes,No,No,Yes,No,No,Need Improvement,Yes,21,500,3500.0,23.7912,12.0,1.0
974,Active,Male,Graduate,Salaried,Savings,Yes,Yes,No,Yes,No,No,Yes,Yes,54,2000,6000.0,6.0,0.0,1.0
975,Active,Male,Graduate,Student,Savings,Yes,Yes,No,Yes,No,No,Yes,Yes,54,3555,6000.0,5.0,5.0,1.0
976,Active,Male,Graduate,Salaried,Savings,Yes,No,No,Yes,No,No,Need Improvement,Yes,23,1000,2000.0,2.0,30.0,1.0
977,Active,Male,12th,Other,Savings,No,No,No,Yes,No,No,No,Yes,26,1000,37.0,23.7912,20.0,3.0
978,Dormant,Male,Graduate,Business,Savings,No,Yes,Yes,No,No,Yes,No,No,54,5947,100.0,20.0,0.0,5.4478
979,Dormant,Male,Graduate,Business,Savings,No,Yes,Yes,No,No,Yes,No,No,54,5947,0.0,10.0,2.0,5.4478
980,Active,Female,12th,Other,Pension,No,No,Yes,No,No,No,Yes,Yes,54,0,100.0,2.5,12.0,1.0
981,Dormant,Male,12th,Salaried,Savings,Yes,Yes,No,No,No,No,Yes,No,54,500,8000.0,23.7912,5.0,5.4478
982,Active,Male,Graduate,Student,Savings,Yes,No,No,Yes,No,No,Yes,No,21,500,1000.0,1.0,12.0,1.0
983,Active,Male,Post Graduate,Salaried,Savings,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,25,2200,2300.0,0.0,4.0,-2.0
984,Dormant,Male,Graduate,Student,Savings,Yes,Yes,No,No,No,No,Yes,No,23,1000,0.0,6.0,0.0,5.4478
985,Active,Male,12th,Student,Savings,Yes,No,No,No,Yes,No,Yes,Yes,20,3000,125.0,4.0,2.0,1.0
986,Active,Male,Post Graduate,Business,Savings,Yes,No,No,No,No,No,No,No,34,600,27239.0,6.0,12.0,5.4478
987,Active,Male,12th,Student,Savings,Yes,No,No,No,No,No,Need Improvement,Yes,24,5947,7200.0,4.0,12.0,1.0
988,Active,Male,Graduate,Student,Savings,Yes,No,No,Yes,No,Yes,No,Yes,26,500,10000.0,1.0,12.0,5.4478
989,Active,Male,Post Graduate,Salaried,Salaried,No,No,No,Yes,Yes,No,Yes,Yes,35,1000,520.0,5.0,12.0,1.0
990,Active,Male,12th,Student,Savings,Yes,No,No,No,No,No,No,Yes,17,580,600.0,5.0,0.0,1.0
991,Active,Male,Graduate,Student,Savings,No,No,No,No,No,No,No,Yes,24,1000,2500.0,4.0,3.0,-2.0
992,Active,Male,12th,Student,Savings,Yes,No,No,No,No,No,Yes,No,21,0,0.0,5.0,12.0,1.0
993,Dormant,Male,12th,Salaried,Savings,No,Yes,No,No,No,Yes,Need Improvement,Yes,30,500,0.0,23.7912,10.0,3.0
994,Active,Male,12th,Business,Savings,Yes,Yes,No,No,Yes,No,Yes,Yes,34,5000,27239.0,10.0,12.0,1.0
995,Dormant,Male,12th,Business,Savings,Yes,Yes,No,No,No,No,Yes,No,38,2000,700.0,1.0,12.0,5.4478
996,Active,Male,Graduate,Student,Savings,Yes,No,No,Yes,No,No,Need Improvement,Yes,20,0,2000.0,23.7912,12.0,1.0
997,Active,Male,Graduate,Salaried,Savings,Yes,No,No,Yes,No,No,Yes,Yes,24,2000,3000.0,1.0,30.0,1.0
998,Active,Male,12th,Student,Savings,Yes,No,No,No,No,No,Need Improvement,No,19,5947,0.0,1.0,12.0,3.0
999,Active,Female,10th,Other,Pension,Yes,Yes,No,Yes,No,No,Yes,Yes,54,500,3000.0,3.0,8.0,1.0
1000,Dormant,Female,12th,Salaried,Savings,No,No,Yes,Yes,No,Yes,No,Yes,49,5947,0.0,23.7912,41.1346,1.0
1001,Active,Female,Graduate,Salaried,Savings,Yes,Yes,No,Yes,Yes,No,Yes,Yes,37,0,27239.0,2.0,10.0,1.0
1002,Dormant,Female,Graduate,Other,Savings,Yes,No,No,No,No,No,No,No,27,500,0.0,8.0,2.0,5.4478
1003,Active,Female,Doctrate,Salaried,Salaried,Yes,Yes,No,Yes,No,No,Yes,Yes,29,0,5557.0,1.0,41.1346,1.0
1004,Active,Male,12th,Student,Savings,Yes,Yes,No,Yes,No,No,Yes,Yes,19,0,0.0,2.0,20.0,1.0
1005,Active,Female,12th,Student,Current,Yes,No,No,No,Yes,No,Yes,Yes,19,1000,2000.0,3.0,4.0,1.0
1006,Active,Transgender,Graduate,Student,Savings,Yes,No,No,No,No,No,Yes,Yes,23,500,2000.0,5.0,40.0,2.0
1007,Active,Transgender,Graduate,Student,Savings,Yes,No,No,No,No,No,Yes,Yes,23,500,2000.0,5.0,40.0,2.0
1008,Active,Male,Graduate,Salaried,Savings,Yes,Yes,No,Yes,No,No,Yes,Yes,20,5947,12000.0,5.0,12.0,1.0
1009,Active,Male,Post Graduate,Salaried,Savings,Yes,Yes,No,No,No,No,Need Improvement,Yes,32,5000,5000.0,8.0,3.0,3.0
1010,Active,Female,Graduate,Student,Savings,Yes,No,No,Yes,No,No,Yes,Yes,18,2000,2116.0,5.0,41.1346,1.0
1011,Active,Female,Graduate,Business,Savings,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,25,5947,27239.0,23.7912,3.0,5.4478
1012,Active,Female,Post Graduate,Business,Current,Yes,Yes,No,Yes,No,No,Yes,Yes,27,5947,27239.0,15.0,41.1346,1.0
1013,Active,Male,Post Graduate,Salaried,Salaried,Yes,No,No,Yes,Yes,No,No,Yes,28,5947,27239.0,5.0,12.0,1.0
1014,Active,Male,Post Graduate,Salaried,Savings,Yes,No,No,Yes,No,No,Yes,Yes,26,1540,25000.0,4.0,12.0,1.0
1015,Active,Male,12th,Business,Salaried,Yes,No,No,Yes,No,No,Need Improvement,Yes,35,500,15000.0,8.0,41.1346,1.0
1016,Active,Male,Graduate,Other,Senior Citizen Account,No,No,No,No,No,Yes,Need Improvement,Yes,54,5947,27239.0,9.0,12.0,1.0
1017,Dormant,Female,Graduate,Salaried,Salaried,Yes,Yes,Yes,Yes,Yes,Yes,Need Improvement,No,27,1000,17.0,15.0,3.0,5.4478
1018,Active,Female,Doctrate,Salaried,Salaried,Yes,No,No,Yes,Yes,No,Yes,Yes,30,5947,27239.0,4.0,5.0,1.0
1019,Dormant,Transgender,12th,Student,Savings,No,Yes,No,Yes,No,No,Yes,No,19,500,0.0,23.7912,12.0,5.4478
1020,Active,Male,Graduate,Salaried,Current,Yes,No,No,No,No,No,Need Improvement,Yes,28,5947,10000.0,18.0,12.0,1.0
1021,Active,Male,Graduate,Business,Current,Yes,Yes,No,Yes,Yes,No,Yes,Yes,32,5947,27239.0,5.0,12.0,1.0
1022,Inactive,Female,Post Graduate,Salaried,Senior Citizen Account,No,Yes,No,No,No,No,No,No,54,500,100.0,2.0,3.0,5.4478
1023,Active,Female,Doctrate,Other,Senior Citizen Account,No,Yes,Yes,No,No,Yes,Yes,Yes,54,5947,27239.0,9.0,12.0,1.0
1024,Active,Male,Doctrate,Salaried,Salaried,Yes,No,No,Yes,No,No,Need Improvement,Yes,28,5947,23500.0,1.0,12.0,1.0
1025,Active,Male,Graduate,Student,Salaried,No,No,No,Yes,No,No,No,Yes,27,3000,2000.0,2.0,12.0,1.0
1026,Inactive,Male,Doctrate,Business,Salaried,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,40,1000,27239.0,23.0,0.1,5.4478
1027,Dormant,Transgender,10th,Other,No Frill ACcount,No,No,No,No,No,No,No,No,25,0,50.0,10.0,0.0,5.4478
1028,Active,Female,Graduate,Student,Savings,Yes,No,No,No,No,No,Yes,Yes,22,5947,27239.0,10.0,12.0,1.0
1029,Active,Male,Doctrate,Student,Current,Yes,No,No,Yes,No,No,Need Improvement,Yes,28,5947,5689.0,15.0,12.0,1.0
1030,Active,Male,Doctrate,Student,Current,Yes,No,No,Yes,No,No,Need Improvement,Yes,28,5947,5689.0,15.0,12.0,1.0
1031,Inactive,Female,Doctrate,Salaried,Salaried,Yes,Yes,Yes,Yes,Yes,No,No,No,28,1000,10.0,6.0,5.0,5.4478
1032,Active,Male,Graduate,Student,Current,No,No,No,No,No,No,Yes,Yes,28,2000,1000.0,2.0,12.0,3.0
1033,Active,Male,10th,Other,No Frill ACcount,No,No,No,No,No,No,Need Improvement,No,28,5947,158.0,1.0,12.0,1.0
1034,Active,Male,Doctrate,Salaried,Savings,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,35,5947,27239.0,23.7912,41.1346,5.4478
